idFactura;idReserva;idServicio;idProducto;cantidad
38307;70029;43;69;42
38308;213118;43;69;43
38309;80151;37;66;50
38310;212446;37;66;11
38311;74158;37;66;41
38312;44796;49;70;18
38313;135645;43;69;36
38314;223535;55;71;90
38315;141328;37;66;32
38316;163107;40;67;51
38317;54656;37;66;58
38318;3006;46;68;47
38319;50621;37;66;94
38320;75430;49;70;5
38321;77683;37;66;19
38322;77400;40;67;17
38323;24388;37;66;45
38324;68561;37;66;62
38325;179725;49;70;75
38326;243930;37;66;49
38327;240049;49;70;57
38328;42363;46;68;5
38329;164119;37;66;98
38330;67434;37;66;43
38331;238397;55;71;44
38332;204716;49;70;72
38333;12115;40;67;83
38334;62326;43;69;48
38335;225813;37;66;25
38336;210758;43;69;94
38337;27979;49;70;49
38338;248495;43;69;41
38339;144397;55;71;43
38340;206359;43;69;38
38341;125844;43;69;34
38342;224660;40;67;81
38343;170121;37;66;11
38344;109300;37;66;23
38345;170647;49;70;39
38346;8122;43;69;58
38347;87822;49;70;25
38348;119818;55;71;34
38349;71343;46;68;36
38350;244105;43;69;88
38351;125862;37;66;15
38352;172167;37;66;81
38353;24022;40;67;17
38354;23526;37;66;55
38355;230827;40;67;24
38356;243106;43;69;62
38357;196311;46;68;36
38358;194694;55;71;72
38359;233610;46;68;52
38360;194789;40;67;74
38361;73188;40;67;67
38362;7582;49;70;65
38363;129999;40;67;28
38364;37992;40;67;85
38365;207233;43;69;19
38366;67998;55;71;52
38367;151748;55;71;34
38368;64652;40;67;62
38369;15576;37;66;21
38370;140496;49;70;88
38371;175780;43;69;17
38372;27698;46;68;36
38373;226864;40;67;36
38374;149448;40;67;14
38375;172198;46;68;2
38376;25310;40;67;15
38377;186218;55;71;62
38378;242162;37;66;92
38379;198889;46;68;16
38380;37183;46;68;9
38381;240359;40;67;39
38382;202897;43;69;33
38383;6834;49;70;5
38384;200724;46;68;33
38385;48488;46;68;62
38386;201937;55;71;24
38387;125317;37;66;68
38388;805;40;67;76
38389;100983;49;70;31
38390;212135;40;67;53
38391;233206;49;70;54
38392;202033;43;69;19
38393;68117;49;70;88
38394;36078;40;67;10
38395;52182;55;71;35
38396;113597;46;68;13
38397;12398;46;68;24
38398;191009;37;66;84
38399;114828;55;71;100
38400;127640;43;69;33
38401;74248;37;66;16
38402;105835;46;68;100
38403;71907;55;71;2
38404;180250;46;68;89
38405;65398;40;67;73
38406;140408;43;69;75
38407;197259;40;67;48
38408;116056;37;66;75
38409;34054;46;68;64
38410;129750;37;66;80
38411;239154;55;71;3
38412;129251;55;71;85
38413;11643;46;68;65
38414;129176;49;70;60
38415;69179;43;69;57
38416;189433;55;71;27
38417;103977;40;67;64
38418;55193;37;66;41
38419;80626;49;70;63
38420;175178;43;69;97
38421;228651;49;70;44
38422;237350;46;68;80
38423;90620;37;66;60
38424;131270;40;67;66
38425;114621;43;69;42
38426;186807;37;66;77
38427;20678;46;68;4
38428;166559;55;71;99
38429;40378;49;70;4
38430;173320;49;70;81
38431;75358;46;68;3
38432;86618;55;71;94
38433;97522;55;71;80
38434;111846;46;68;39
38435;102382;55;71;6
38436;19793;40;67;28
38437;79765;55;71;76
38438;73037;40;67;97
38439;192858;40;67;57
38440;164645;43;69;47
38441;13535;40;67;94
38442;8211;49;70;94
38443;94022;43;69;95
38444;76325;46;68;97
38445;22945;55;71;12
38446;236005;37;66;51
38447;217544;46;68;63
38448;65351;40;67;54
38449;215963;55;71;45
38450;153766;40;67;84
38451;90331;43;69;22
38452;152455;46;68;8
38453;162471;43;69;69
38454;236765;55;71;60
38455;88799;55;71;1
38456;149489;46;68;63
38457;96350;55;71;70
38458;158367;43;69;65
38459;237186;40;67;52
38460;202937;40;67;2
38461;91554;46;68;13
38462;199519;37;66;34
38463;83465;49;70;95
38464;162611;49;70;79
38465;147599;46;68;31
38466;135273;37;66;46
38467;8745;46;68;54
38468;215508;40;67;64
38469;136024;55;71;10
38470;87113;49;70;60
38471;222344;43;69;89
38472;76027;37;66;79
38473;49691;40;67;69
38474;67118;37;66;80
38475;231441;43;69;79
38476;41439;43;69;93
38477;47371;43;69;92
38478;125723;55;71;4
38479;219615;40;67;69
38480;118692;40;67;27
38481;95348;55;71;12
38482;35445;55;71;45
38483;30650;46;68;2
38484;175873;55;71;22
38485;191662;46;68;90
38486;44980;43;69;97
38487;63423;55;71;84
38488;127525;55;71;41
38489;6349;43;69;100
38490;232842;40;67;25
38491;167339;55;71;16
38492;104677;43;69;53
38493;242492;40;67;5
38494;156641;46;68;98
38495;133550;37;66;28
38496;127493;55;71;79
38497;104333;40;67;17
38498;241475;40;67;59
38499;26503;46;68;93
38500;130524;55;71;91
38501;211775;43;69;68
38502;233210;55;71;68
38503;72688;49;70;84
38504;154440;40;67;73
38505;24871;43;69;80
38506;96811;37;66;69
38507;9552;37;66;69
38508;195374;40;67;31
38509;211560;37;66;6
38510;117375;40;67;84
38511;28546;37;66;56
38512;228908;37;66;57
38513;14462;46;68;18
38514;138231;37;66;83
38515;157006;49;70;5
38516;205461;43;69;96
38517;18505;37;66;94
38518;216565;40;67;9
38519;27223;40;67;64
38520;99514;55;71;27
38521;155801;46;68;26
38522;135960;46;68;77
38523;18012;40;67;50
38524;239745;49;70;72
38525;168239;40;67;64
38526;182017;37;66;4
38527;223661;37;66;79
38528;106743;55;71;40
38529;105814;46;68;35
38530;156941;46;68;82
38531;218556;55;71;17
38532;15870;40;67;82
38533;61144;40;67;72
38534;190704;46;68;79
38535;77076;37;66;14
38536;123739;43;69;89
38537;89474;43;69;65
38538;12479;37;66;86
38539;213889;43;69;10
38540;38378;55;71;1
38541;212788;40;67;65
38542;106701;55;71;49
38543;141728;55;71;97
38544;202933;40;67;62
38545;22606;46;68;88
38546;69652;55;71;28
38547;238551;46;68;86
38548;182420;40;67;37
38549;227856;46;68;86
38550;49981;49;70;77
38551;62809;43;69;99
38552;132392;43;69;86
38553;191066;37;66;14
38554;163161;55;71;63
38555;40299;46;68;28
38556;203239;46;68;7
38557;119673;49;70;35
38558;179912;49;70;43
38559;141408;46;68;6
38560;162859;46;68;93
38561;57832;40;67;19
38562;22733;46;68;22
38563;65759;37;66;55
38564;197936;46;68;62
38565;88663;43;69;13
38566;183685;43;69;27
38567;52613;40;67;65
38568;153897;55;71;6
38569;22421;40;67;98
38570;125699;37;66;64
38571;215064;37;66;56
38572;91107;40;67;33
38573;136393;43;69;45
38574;168702;43;69;84
38575;234351;37;66;43
38576;54347;43;69;43
38577;41340;37;66;23
38578;166707;55;71;7
38579;8428;37;66;49
38580;78912;55;71;12
38581;37965;46;68;51
38582;197599;40;67;97
38583;91005;46;68;8
38584;134794;43;69;43
38585;198020;43;69;33
38586;31153;40;67;56
38587;223676;37;66;43
38588;135323;43;69;45
38589;15072;37;66;41
38590;91007;55;71;58
38591;38211;46;68;91
38592;202038;43;69;30
38593;70449;40;67;2
38594;77684;37;66;70
38595;45480;40;67;20
38596;220070;43;69;79
38597;200647;46;68;30
38598;230913;49;70;11
38599;155799;43;69;87
38600;85705;55;71;66
38601;75362;40;67;5
38602;85989;43;69;1
38603;107372;40;67;16
38604;237159;46;68;37
38605;182381;43;69;29
38606;220052;40;67;45
38607;164132;55;71;95
38608;174570;55;71;88
38609;132693;40;67;95
38610;2672;55;71;30
38611;187862;49;70;53
38612;145078;43;69;20
38613;213206;37;66;81
38614;92449;37;66;84
38615;201471;40;67;98
38616;235398;37;66;51
38617;161159;43;69;83
38618;238396;49;70;6
38619;83192;49;70;89
38620;47054;49;70;43
38621;99901;46;68;70
38622;48008;55;71;86
38623;174455;37;66;24
38624;45755;40;67;20
38625;180988;46;68;15
38626;165432;37;66;62
38627;198477;49;70;43
38628;197314;37;66;46
38629;113887;37;66;69
38630;88490;43;69;100
38631;136281;49;70;48
38632;179453;46;68;76
38633;225428;37;66;20
38634;245103;55;71;88
38635;32233;43;69;22
38636;74004;40;67;40
38637;146622;40;67;91
38638;178424;40;67;44
38639;209557;49;70;57
38640;139231;40;67;30
38641;65710;49;70;25
38642;113608;40;67;24
38643;12866;37;66;70
38644;115150;46;68;98
38645;93608;37;66;38
38646;179352;49;70;54
38647;185733;49;70;77
38648;243335;49;70;23
38649;115148;46;68;9
38650;25146;43;69;74
38651;212530;49;70;34
38652;46997;40;67;60
38653;47383;49;70;15
38654;169218;37;66;66
38655;85693;43;69;7
38656;151179;40;67;8
38657;74916;46;68;15
38658;45389;46;68;74
38659;183265;40;67;15
38660;126335;55;71;10
38661;161953;55;71;72
38662;109015;55;71;81
38663;155228;46;68;71
38664;81434;46;68;2
38665;67488;37;66;71
38666;149549;40;67;42
38667;171615;55;71;84
38668;178519;55;71;35
38669;98567;55;71;18
38670;4176;40;67;63
38671;23720;37;66;63
38672;241423;40;67;6
38673;166260;43;69;57
38674;59344;37;66;5
38675;185497;46;68;64
38676;24673;46;68;34
38677;63940;55;71;23
38678;53342;55;71;25
38679;181158;37;66;49
38680;102872;46;68;5
38681;66995;55;71;68
38682;113289;37;66;3
38683;39105;46;68;96
38684;27234;49;70;5
38685;180719;37;66;58
38686;206712;40;67;68
38687;243412;55;71;75
38688;25982;40;67;44
38689;159296;40;67;6
38690;179470;43;69;74
38691;59130;37;66;24
38692;232861;46;68;56
38693;17098;40;67;20
38694;36395;37;66;27
38695;191697;49;70;39
38696;11618;40;67;82
38697;164552;40;67;9
38698;223140;49;70;83
38699;46281;40;67;23
38700;204217;40;67;51
38701;70650;43;69;43
38702;238600;55;71;83
38703;69560;46;68;79
38704;115263;43;69;45
38705;86735;40;67;16
38706;172286;49;70;41
38707;90664;37;66;76
38708;217157;49;70;15
38709;80614;46;68;18
38710;248870;55;71;77
38711;22578;43;69;28
38712;2697;40;67;65
38713;126894;40;67;81
38714;71989;37;66;46
38715;115526;46;68;8
38716;81444;37;66;49
38717;223171;37;66;71
38718;134058;49;70;58
38719;85396;40;67;91
38720;112331;43;69;22
38721;40163;43;69;26
38722;219176;55;71;11
38723;219513;49;70;30
38724;85217;40;67;55
38725;241148;49;70;65
38726;132168;37;66;74
38727;83163;49;70;23
38728;192212;55;71;82
38729;61954;43;69;5
38730;90839;37;66;28
38731;149555;46;68;76
38732;73687;46;68;10
38733;105688;37;66;36
38734;191359;43;69;86
38735;246208;49;70;53
38736;52274;43;69;72
38737;204635;49;70;8
38738;111643;49;70;51
38739;153433;43;69;19
38740;35173;55;71;31
38741;177787;40;67;57
38742;244899;46;68;8
38743;87849;46;68;90
38744;154733;55;71;88
38745;23687;43;69;24
38746;66249;49;70;68
38747;30098;55;71;18
38748;39958;43;69;2
38749;24842;40;67;91
38750;87996;40;67;63
38751;203806;37;66;22
38752;217485;43;69;71
38753;32549;55;71;63
38754;36201;55;71;94
38755;194269;37;66;5
38756;229047;49;70;43
38757;145024;40;67;12
38758;113550;46;68;18
38759;45649;37;66;3
38760;18470;46;68;39
38761;77744;40;67;80
38762;245861;40;67;95
38763;63164;37;66;9
38764;165607;40;67;75
38765;141482;40;67;28
38766;14109;40;67;75
38767;176100;46;68;5
38768;210080;49;70;73
38769;166190;46;68;6
38770;236228;55;71;24
38771;173331;55;71;53
38772;110862;55;71;72
38773;48250;46;68;41
38774;183209;55;71;31
38775;211263;40;67;74
38776;40294;49;70;90
38777;93408;49;70;52
38778;114190;55;71;42
38779;123649;40;67;15
38780;16289;40;67;53
38781;209679;40;67;17
38782;133561;46;68;79
38783;116403;43;69;90
38784;124308;55;71;26
38785;103809;37;66;26
38786;20861;55;71;83
38787;23017;46;68;69
38788;30540;37;66;44
38789;235098;46;68;42
38790;86729;46;68;42
38791;60408;37;66;27
38792;185929;46;68;68
38793;200186;49;70;89
38794;53814;55;71;26
38795;69803;37;66;4
38796;214690;49;70;27
38797;216668;49;70;88
38798;194069;37;66;15
38799;92933;40;67;29
38800;192018;46;68;9
38801;125343;49;70;1
38802;171684;55;71;27
38803;22574;55;71;85
38804;236691;40;67;84
38805;228240;46;68;24
38806;249566;40;67;38
38807;165617;37;66;65
38808;66246;43;69;11
38809;78731;37;66;91
38810;205617;46;68;98
38811;114582;40;67;29
38812;74825;43;69;12
38813;106757;49;70;35
38814;236456;49;70;17
38815;221161;43;69;41
38816;156774;46;68;2
38817;191236;46;68;17
38818;105806;37;66;92
38819;195892;43;69;87
38820;163671;43;69;66
38821;120346;43;69;32
38822;86161;43;69;4
38823;173455;43;69;9
38824;169853;49;70;13
38825;61503;40;67;53
38826;195752;37;66;23
38827;208663;43;69;73
38828;136170;40;67;93
38829;225102;46;68;91
38830;134972;49;70;31
38831;121486;40;67;63
38832;103169;40;67;45
38833;152964;37;66;99
38834;6804;40;67;74
38835;26309;40;67;92
38836;22330;49;70;31
38837;188216;46;68;11
38838;141669;37;66;97
38839;44719;49;70;52
38840;145835;43;69;53
38841;154614;40;67;76
38842;152262;55;71;64
38843;121430;46;68;64
38844;16676;55;71;1
38845;119818;40;67;68
38846;76516;46;68;93
38847;57968;37;66;1
38848;180243;43;69;1
38849;145394;43;69;36
38850;209506;46;68;96
38851;214881;46;68;53
38852;123445;40;67;34
38853;179708;55;71;82
38854;249633;37;66;39
38855;11896;46;68;24
38856;223060;46;68;49
38857;214134;43;69;24
38858;54951;37;66;36
38859;35165;55;71;66
38860;102546;55;71;8
38861;115057;37;66;93
38862;41923;46;68;55
38863;102583;40;67;23
38864;208894;43;69;10
38865;230658;55;71;86
38866;227892;46;68;54
38867;194474;43;69;39
38868;84485;43;69;6
38869;237586;55;71;4
38870;61921;43;69;65
38871;74464;43;69;2
38872;153387;40;67;93
38873;186719;46;68;10
38874;170179;37;66;23
38875;184201;55;71;20
38876;98607;55;71;44
38877;155885;49;70;60
38878;224650;37;66;55
38879;141240;40;67;27
38880;101680;37;66;74
38881;44341;37;66;18
38882;243840;46;68;14
38883;54507;37;66;42
38884;94792;46;68;10
38885;91052;49;70;69
38886;200718;40;67;7
38887;90138;55;71;53
38888;139541;40;67;41
38889;241258;55;71;32
38890;155171;37;66;53
38891;39154;43;69;43
38892;106074;55;71;69
38893;213456;43;69;54
38894;45147;43;69;5
38895;45898;55;71;50
38896;41718;43;69;1
38897;27145;55;71;74
38898;220875;49;70;9
38899;163526;55;71;22
38900;153664;40;67;91
38901;161857;40;67;15
38902;220171;43;69;49
38903;92565;46;68;38
38904;145719;40;67;57
38905;80154;49;70;19
38906;145754;37;66;46
38907;123765;55;71;37
38908;217755;49;70;68
38909;106622;55;71;75
38910;18864;46;68;12
38911;130020;37;66;46
38912;85302;43;69;72
38913;191485;43;69;34
38914;188230;49;70;92
38915;32813;49;70;82
38916;248951;46;68;11
38917;52316;43;69;20
38918;54381;37;66;47
38919;98939;43;69;18
38920;49476;55;71;48
38921;232;43;69;57
38922;55496;49;70;91
38923;100715;55;71;83
38924;205829;49;70;52
38925;166521;55;71;27
38926;116874;49;70;52
38927;158395;49;70;92
38928;20331;49;70;91
38929;64329;46;68;100
38930;221560;43;69;27
38931;207587;46;68;96
38932;151053;43;69;63
38933;220972;40;67;23
38934;20820;40;67;86
38935;63393;37;66;51
38936;68295;55;71;35
38937;219182;46;68;1
38938;60445;46;68;65
38939;213217;37;66;43
38940;180403;37;66;64
38941;164691;55;71;88
38942;9056;43;69;28
38943;157198;49;70;26
38944;136413;55;71;28
38945;155456;43;69;76
38946;195709;37;66;39
38947;82009;40;67;94
38948;65478;43;69;2
38949;139641;40;67;56
38950;244689;49;70;4
38951;141980;40;67;69
38952;75783;43;69;2
38953;237937;37;66;83
38954;198903;37;66;31
38955;59627;49;70;7
38956;95192;46;68;33
38957;63605;43;69;100
38958;139857;46;68;86
38959;18245;40;67;86
38960;67831;37;66;36
38961;215429;37;66;36
38962;201315;37;66;54
38963;24567;37;66;89
38964;207515;49;70;98
38965;9117;37;66;92
38966;184102;46;68;45
38967;130792;40;67;69
38968;177508;37;66;51
38969;210912;49;70;40
38970;221283;55;71;79
38971;26469;43;69;66
38972;11771;49;70;18
38973;24858;37;66;46
38974;65240;55;71;60
38975;197796;43;69;69
38976;174491;46;68;34
38977;95422;43;69;51
38978;99277;40;67;32
38979;76700;37;66;23
38980;64700;37;66;30
38981;248848;43;69;98
38982;176593;40;67;88
38983;198757;46;68;92
38984;167935;43;69;10
38985;32223;49;70;76
38986;106275;43;69;37
38987;112320;37;66;84
38988;139214;49;70;5
38989;247922;55;71;45
38990;91054;37;66;30
38991;132348;43;69;81
38992;114883;46;68;22
38993;103178;40;67;69
38994;247064;46;68;17
38995;85199;46;68;12
38996;48377;55;71;61
38997;59388;46;68;74
38998;6813;49;70;30
38999;204619;40;67;97
39000;37991;37;66;5
39001;234539;40;67;28
39002;68996;49;70;16
39003;127885;49;70;77
39004;102373;43;69;55
39005;33806;55;71;20
39006;88963;40;67;64
39007;162030;37;66;82
39008;47319;55;71;39
39009;61907;37;66;83
39010;176693;49;70;8
39011;87870;43;69;61
39012;129443;40;67;3
39013;186861;37;66;51
39014;236818;49;70;91
39015;99915;46;68;32
39016;227614;46;68;73
39017;16569;49;70;61
39018;70284;43;69;8
39019;244934;40;67;3
39020;236511;40;67;16
39021;188737;46;68;56
39022;120665;40;67;24
39023;65558;49;70;79
39024;232503;40;67;15
39025;219165;46;68;16
39026;28213;46;68;55
39027;159924;40;67;65
39028;230990;40;67;98
39029;170292;55;71;1
39030;245757;43;69;73
39031;146158;40;67;88
39032;31228;40;67;7
39033;195385;43;69;80
39034;92164;55;71;89
39035;106215;40;67;70
39036;40488;55;71;40
39037;179054;43;69;9
39038;91281;55;71;28
39039;144937;40;67;7
39040;133889;46;68;39
39041;234376;46;68;95
39042;245451;55;71;68
39043;126846;43;69;74
39044;92990;43;69;3
39045;235426;55;71;43
39046;233231;49;70;49
39047;12968;40;67;55
39048;168884;40;67;17
39049;162005;46;68;92
39050;179124;46;68;52
39051;105904;55;71;100
39052;59167;46;68;85
39053;138603;55;71;85
39054;109375;40;67;9
39055;45331;46;68;44
39056;135197;55;71;55
39057;42113;46;68;80
39058;130128;37;66;40
39059;59197;37;66;94
39060;33510;40;67;23
39061;31031;37;66;31
39062;237104;43;69;44
39063;22594;49;70;13
39064;184540;55;71;69
39065;140459;49;70;92
39066;215664;37;66;38
39067;30354;46;68;58
39068;150496;43;69;69
39069;233291;55;71;82
39070;167208;49;70;98
39071;241801;37;66;26
39072;31522;40;67;73
39073;212482;40;67;6
39074;4145;55;71;39
39075;5944;49;70;79
39076;48011;40;67;36
39077;19993;46;68;64
39078;216719;46;68;12
39079;89906;49;70;41
39080;84013;46;68;21
39081;131480;37;66;77
39082;144061;55;71;88
39083;158210;49;70;5
39084;123763;37;66;1
39085;86081;49;70;40
39086;45890;49;70;48
39087;190928;55;71;98
39088;160510;46;68;72
39089;104304;49;70;52
39090;4487;55;71;74
39091;225101;55;71;80
39092;170386;43;69;14
39093;72885;46;68;80
39094;166166;46;68;43
39095;54531;55;71;16
39096;25427;46;68;55
39097;103570;46;68;7
39098;238824;43;69;85
39099;236914;43;69;13
39100;57633;49;70;42
39101;27622;46;68;58
39102;19814;40;67;95
39103;23620;40;67;78
39104;106371;49;70;71
39105;96108;49;70;66
39106;227600;49;70;50
39107;197465;43;69;20
39108;144253;46;68;60
39109;103558;49;70;77
39110;199171;37;66;87
39111;229665;43;69;57
39112;225392;37;66;31
39113;86457;40;67;85
39114;150129;55;71;1
39115;211596;37;66;9
39116;109981;37;66;96
39117;91157;40;67;78
39118;90379;43;69;31
39119;142644;40;67;38
39120;181212;55;71;11
39121;21167;37;66;24
39122;207097;49;70;43
39123;35826;49;70;86
39124;218255;40;67;5
39125;89255;40;67;41
39126;81740;49;70;16
39127;18573;43;69;21
39128;75431;43;69;9
39129;29200;37;66;90
39130;185657;55;71;53
39131;206578;37;66;51
39132;174273;49;70;2
39133;31958;43;69;5
39134;144301;46;68;20
39135;220247;40;67;85
39136;17210;49;70;79
39137;240425;40;67;41
39138;92727;46;68;54
39139;145836;43;69;26
39140;215789;55;71;41
39141;208491;49;70;26
39142;123835;49;70;76
39143;10915;40;67;69
39144;127534;37;66;64
39145;4222;43;69;88
39146;86593;43;69;15
39147;142312;55;71;15
39148;157197;46;68;75
39149;179333;40;67;83
39150;10610;55;71;18
39151;104749;55;71;91
39152;179837;55;71;86
39153;239306;46;68;21
39154;129781;40;67;69
39155;96272;46;68;34
39156;10400;37;66;61
39157;4676;37;66;42
39158;10908;49;70;24
39159;125092;55;71;27
39160;131463;43;69;59
39161;62296;46;68;59
39162;226741;55;71;1
39163;235224;46;68;36
39164;38269;40;67;39
39165;192903;55;71;29
39166;208707;37;66;56
39167;42290;37;66;39
39168;213221;37;66;6
39169;242334;43;69;74
39170;101128;37;66;49
39171;146992;49;70;69
39172;232241;49;70;30
39173;187743;37;66;9
39174;475;55;71;97
39175;192551;43;69;75
39176;117563;43;69;9
39177;198668;55;71;1
39178;177195;55;71;82
39179;107168;40;67;68
39180;172529;46;68;67
39181;8553;43;69;34
39182;225257;55;71;39
39183;222079;49;70;49
39184;181461;46;68;98
39185;2876;49;70;2
39186;168037;40;67;9
39187;213947;37;66;55
39188;33025;43;69;72
39189;24426;55;71;1
39190;86073;55;71;21
39191;19385;49;70;19
39192;210799;46;68;27
39193;72719;40;67;37
39194;136300;40;67;96
39195;214083;49;70;16
39196;153244;43;69;67
39197;214014;37;66;29
39198;79318;43;69;33
39199;13842;49;70;58
39200;23039;49;70;42
39201;123762;55;71;59
39202;186432;49;70;85
39203;72766;37;66;33
39204;13779;43;69;20
39205;98206;49;70;34
39206;238494;37;66;68
39207;249051;49;70;9
39208;78564;55;71;7
39209;193366;49;70;8
39210;23818;37;66;96
39211;48601;49;70;58
39212;230787;40;67;13
39213;162487;37;66;12
39214;131740;49;70;7
39215;219303;55;71;45
39216;74031;40;67;38
39217;57410;40;67;84
39218;141866;43;69;23
39219;206066;49;70;34
39220;153479;43;69;66
39221;42909;43;69;16
39222;104510;37;66;69
39223;212185;43;69;1
39224;151656;43;69;40
39225;87721;55;71;83
39226;140074;55;71;54
39227;205848;55;71;68
39228;156477;49;70;63
39229;2725;49;70;62
39230;64569;40;67;89
39231;125969;37;66;60
39232;131972;49;70;2
39233;50410;43;69;3
39234;216353;37;66;55
39235;6844;40;67;94
39236;64182;46;68;51
39237;226538;43;69;70
39238;68462;49;70;14
39239;129449;49;70;51
39240;144478;46;68;57
39241;220648;40;67;59
39242;45743;37;66;74
39243;24642;46;68;96
39244;148362;40;67;23
39245;110243;55;71;62
39246;30247;55;71;44
39247;228616;43;69;13
39248;91495;46;68;15
39249;125853;49;70;69
39250;68536;40;67;14
39251;108325;40;67;87
39252;173959;43;69;52
39253;109438;40;67;81
39254;208294;37;66;90
39255;107;43;69;98
39256;214777;49;70;18
39257;98905;37;66;11
39258;180510;40;67;54
39259;234791;49;70;42
39260;218301;40;67;28
39261;198138;43;69;4
39262;201319;55;71;79
39263;182210;49;70;77
39264;126476;43;69;55
39265;206566;49;70;49
39266;142328;49;70;84
39267;67163;40;67;73
39268;129094;40;67;83
39269;73243;49;70;97
39270;247742;40;67;78
39271;170382;37;66;96
39272;99569;37;66;6
39273;99774;49;70;20
39274;208165;49;70;18
39275;214051;55;71;24
39276;74601;46;68;37
39277;142413;55;71;73
39278;216048;40;67;97
39279;8872;43;69;65
39280;69732;55;71;80
39281;173765;43;69;59
39282;13798;43;69;25
39283;44063;46;68;85
39284;208458;40;67;76
39285;209182;49;70;37
39286;157651;55;71;75
39287;155791;55;71;61
39288;87916;49;70;98
39289;8237;49;70;32
39290;103059;37;66;21
39291;63389;43;69;24
39292;113948;55;71;81
39293;13458;55;71;81
39294;43736;37;66;54
39295;65780;40;67;85
39296;166339;37;66;66
39297;129147;49;70;78
39298;4637;55;71;80
39299;211552;55;71;34
39300;233091;37;66;56
39301;142304;37;66;42
39302;70457;40;67;45
39303;49775;49;70;73
39304;35050;46;68;87
39305;95473;46;68;87
39306;188166;55;71;58
39307;71492;43;69;100
39308;133298;49;70;45
39309;244532;37;66;47
39310;105096;43;69;45
39311;48289;49;70;75
39312;79130;43;69;55
39313;221209;40;67;28
39314;174864;55;71;67
39315;183772;43;69;66
39316;185921;49;70;97
39317;195234;55;71;45
39318;117287;40;67;68
39319;209357;37;66;53
39320;66760;43;69;89
39321;77933;37;66;9
39322;125620;43;69;36
39323;95357;40;67;62
39324;197661;43;69;38
39325;6876;43;69;64
39326;66754;40;67;81
39327;102795;37;66;51
39328;193348;37;66;2
39329;191329;46;68;65
39330;18360;55;71;5
39331;148577;43;69;42
39332;235793;37;66;83
39333;199273;49;70;76
39334;167896;49;70;22
39335;219943;49;70;1
39336;242223;40;67;92
39337;143798;40;67;87
39338;39747;43;69;2
39339;142560;40;67;8
39340;83163;49;70;86
39341;85444;40;67;18
39342;168046;46;68;58
39343;92433;37;66;91
39344;63619;46;68;95
39345;181029;49;70;4
39346;81356;49;70;72
39347;68566;49;70;25
39348;119297;46;68;88
39349;163942;49;70;70
39350;57472;37;66;97
39351;189121;49;70;100
39352;77458;49;70;33
39353;61819;43;69;71
39354;183730;49;70;55
39355;114624;49;70;74
39356;129202;40;67;10
39357;246091;55;71;78
39358;65388;43;69;20
39359;80129;37;66;84
39360;213732;49;70;3
39361;106666;37;66;85
39362;162686;37;66;96
39363;66388;43;69;58
39364;36043;46;68;36
39365;20942;55;71;73
39366;145081;40;67;3
39367;145607;46;68;38
39368;119916;55;71;26
39369;118548;43;69;38
39370;74315;40;67;66
39371;249405;55;71;96
39372;237952;37;66;55
39373;85892;49;70;40
39374;160302;49;70;27
39375;85862;49;70;68
39376;183606;46;68;62
39377;160320;37;66;78
39378;8104;49;70;77
39379;51534;49;70;32
39380;33904;55;71;84
39381;244631;55;71;21
39382;249225;46;68;5
39383;6754;55;71;38
39384;53244;37;66;42
39385;73709;49;70;28
39386;237679;55;71;32
39387;125808;55;71;78
39388;51300;37;66;17
39389;95494;46;68;51
39390;101950;46;68;10
39391;81599;40;67;81
39392;82509;43;69;81
39393;13172;40;67;80
39394;65431;49;70;34
39395;91850;46;68;94
39396;26560;37;66;73
39397;79186;43;69;11
39398;964;46;68;30
39399;21371;37;66;30
39400;109709;43;69;9
39401;205244;49;70;67
39402;93824;43;69;63
39403;9876;37;66;94
39404;100924;43;69;23
39405;28472;46;68;67
39406;215509;46;68;80
39407;49618;49;70;3
39408;51884;37;66;64
39409;206705;49;70;91
39410;122940;40;67;42
39411;245790;55;71;45
39412;55068;43;69;69
39413;64542;37;66;20
39414;154422;46;68;94
39415;57340;49;70;25
39416;122746;43;69;45
39417;455;49;70;75
39418;7538;40;67;83
39419;227660;49;70;44
39420;243107;49;70;88
39421;218722;37;66;78
39422;53601;46;68;3
39423;101221;49;70;49
39424;158671;55;71;60
39425;49739;49;70;98
39426;15703;43;69;46
39427;139928;55;71;17
39428;155291;40;67;33
39429;33127;37;66;54
39430;100207;46;68;99
39431;124365;46;68;4
39432;208759;46;68;5
39433;215388;49;70;46
39434;4920;43;69;75
39435;138602;55;71;43
39436;172180;43;69;25
39437;39396;46;68;88
39438;64913;43;69;24
39439;106488;55;71;67
39440;70111;43;69;58
39441;230584;40;67;92
39442;75517;43;69;29
39443;36441;40;67;95
39444;80355;43;69;43
39445;54247;49;70;62
39446;98839;37;66;97
39447;72714;49;70;91
39448;115913;43;69;70
39449;196412;37;66;4
39450;128340;40;67;53
39451;6839;46;68;46
39452;210183;43;69;96
39453;7320;37;66;95
39454;6464;46;68;60
39455;80483;43;69;51
39456;212589;43;69;42
39457;74922;55;71;99
39458;214807;40;67;32
39459;168151;40;67;5
39460;33465;55;71;71
39461;164649;46;68;33
39462;182605;55;71;41
39463;25602;40;67;76
39464;173770;37;66;88
39465;92722;46;68;19
39466;78341;40;67;76
39467;70789;40;67;13
39468;164081;49;70;64
39469;152078;37;66;22
39470;44045;43;69;84
39471;109294;46;68;16
